app,urls_count,B_count,NB_count,ads,malware,spyware,phishing,spam,tracking,scams,suspicious
tw.edu.wzu.beacon.eng,292,16,276,0,0,0,0,0,0,0,16
tw.fancyapp.network.speed.testing,29,13,16,10,0,0,0,0,1,0,2
tw.geekers.techtouch.app,544,9,535,1,0,0,0,0,0,0,8
tw.giant.watchdog.guest,26,6,20,4,0,0,0,0,0,0,2
tw.gov.cdc.exposurenotifications,69,4,65,0,0,0,0,0,0,0,4
tw.idv.chou.fievel.TemperatureConverter,20,13,7,10,0,0,0,0,1,0,2
tw.ipmap.mat,13,2,11,0,0,0,0,0,0,0,2
tw.kgame.chameleonminiapp,5,2,3,0,0,0,0,0,0,0,2
tw.powertech.medva,36,9,27,5,0,0,0,0,0,0,4
tw.senlam.www.ne3demo,16,5,11,0,0,0,0,0,0,0,5
tw.senlam.www.senconnect,38,8,30,3,0,0,0,0,0,0,5
tw.tangramiiot.vendor,115,4,111,0,0,0,0,0,0,0,4
tw.thomasy.motiontestapp,5,3,2,0,0,0,0,0,0,0,3
tw.tih.maidwhite,44,6,38,3,0,0,0,0,0,0,3
tw.tih.smartiot,120,10,110,3,0,0,0,0,0,2,5
tw.tn.mpf.btlescan,96,20,76,13,0,0,0,0,1,0,6
twelvestars.moca2,56,14,42,10,0,0,0,0,1,0,3
twilio.flutter.programmable_video_example,48,1,47,0,0,0,0,0,0,0,1
two.changechallange.squidgame,262,20,242,14,0,0,0,0,1,0,5
two.changechallange.webvideocaster,99,18,81,13,0,0,0,0,1,0,4
twobwarm.com,493,9,484,2,0,0,0,0,1,0,6
twotrace.smarttextiles,21,2,19,0,0,0,0,0,0,0,2
ty.swingcontrolsimple,4,3,1,0,0,0,0,0,0,0,3
tyastono.taufiq.pipcam,3,3,0,0,0,0,0,0,0,0,3
tz.co.teratech.teratrack,4,3,1,0,0,0,0,0,0,0,3
tz.co.wadau.sharepal,60,11,49,8,0,0,0,0,0,0,3
tz.go.tra.traapp,36,4,32,0,0,0,0,0,0,0,4
u5973641.myapplication,3,3,0,0,0,0,0,0,0,0,3
ua.best.fastboot_tools,4,3,1,0,0,0,0,0,0,0,3
ua.com.app.loungeron,20,11,9,8,0,0,0,0,0,0,3
ua.com.bioprom.biouniversal,102,10,92,5,0,0,0,0,0,0,5
ua.com.carsystems.seatcontrol,11,3,8,0,0,0,0,0,0,0,3
ua.com.cs.ifobs.mobile.android.otp,107,9,98,3,0,0,0,0,0,0,6
ua.com.ewings,259,46,213,21,0,0,0,0,1,0,24
ua.com.healthsupervisor,110,2,108,0,0,0,0,0,0,0,2
ua.com.pavgacor.powerofstrike,36,10,26,7,0,0,0,0,1,0,2
ua.com.wifisolutions.arsensors,62,17,45,12,0,0,0,0,1,0,4
ua.kiev.generalyuk.Bukovel,350,23,327,15,0,0,0,0,1,0,7
ua.kulya.speechway,51,8,43,4,0,0,0,0,0,0,4
ua.lcontrol.smartClient2,22,3,19,0,0,0,0,0,0,0,3
ua.livi.thingspeakmonitor,4,2,2,0,0,0,0,0,0,0,2
ua.mix.fordradiocode_m,33,14,19,10,0,0,0,0,1,0,3
ua.mix.fordradiocode_v,40,15,25,10,0,0,0,0,1,0,4
ua.novotest.bluetooth,627,10,617,3,0,0,1,0,0,0,6
ua.od.livetv.easycasterplayer,7,3,4,0,0,0,0,0,0,0,3
ub.videomirroring.screenmirror.screencast,72,29,43,20,0,0,0,0,1,0,8
ubinarthailand.smartguard.ubinar,32,9,23,6,0,0,0,0,0,0,3
udtech.pro.sensor,43,7,36,3,0,0,0,0,0,0,4
ue.uetracktdis,34,4,30,2,0,0,0,0,0,0,2
uffizio.flionvts,102,5,97,2,0,0,0,0,0,0,3
uffizio.vts140,73,4,69,0,0,0,0,0,0,0,4
ufukdilek.konum,10,1,9,0,0,0,0,0,0,0,1
ug.go.health.mobile.covid19,39,3,36,0,0,0,0,0,0,0,3
ugho.android.spedometer,91,19,72,13,0,0,0,0,1,0,5
ui.audiojackcom,3,3,0,0,0,0,0,0,0,0,3
ui.playtv.playtvp2p,13,3,10,0,0,0,0,0,0,0,3
uk.ac.kent.audiohive,8,4,4,0,0,0,0,0,0,0,4
uk.ac.manchester.ldart,27,3,24,0,0,0,0,0,0,0,3
uk.ac.manchester.rapapp,54,8,46,0,0,0,0,0,0,0,8
uk.ac.shef.oak.com6510,312,4,308,0,0,0,0,0,0,0,4
uk.aqualisa,104,12,92,8,0,0,0,0,0,0,4
uk.avanticonveyors.apcsgui,11,1,10,0,0,0,0,0,0,0,1
uk.bloodpressuremonitorapp_a,51,3,48,0,0,0,0,0,0,0,3
uk.co.Costa.ExpressSupport,53,8,45,7,0,0,0,0,0,0,1
uk.co.GlucoRx.Voyagergame_android,119,1,118,0,0,0,0,0,0,0,1
uk.co.MPFiltri.Connect,82,5,77,0,0,0,0,0,0,0,5
uk.co.aico.handybook4,244,7,237,3,0,0,0,0,0,0,4
uk.co.airis.glovebox,129,18,111,8,0,0,0,0,1,0,9
uk.co.alt236.bluetoothconnectionlog,67,4,63,0,0,0,0,0,0,0,4
uk.co.andersenand.wifisleep,3,3,0,0,0,0,0,0,0,0,3
uk.co.aon2.brilliantpebbles,4,3,1,0,0,0,0,0,0,0,3
uk.co.apecsystems.bifrost,88,3,85,0,0,0,0,0,0,0,3
uk.co.ashadegreener.asgm,160,9,151,5,0,0,0,0,0,0,4
uk.co.audi.evandme,352,10,342,3,0,0,0,0,0,0,7
uk.co.audiotrails.stmagnusway,142,10,132,5,0,0,0,0,0,0,5
uk.co.aylestonekings.consumer.leicester.android,48,13,35,8,0,0,0,0,0,0,5
uk.co.back_track.mobile,252,4,248,0,0,0,0,0,0,0,4
uk.co.belllighting.BELL_Infinity,4,2,2,0,0,0,0,0,0,0,2
uk.co.bitsimple.ted.cj.infinityfires,17,4,13,0,0,0,0,0,0,0,4
uk.co.blackcell.smartalerts,73,6,67,3,0,0,0,0,0,0,3
uk.co.bluesky_wireless.blueskymessagingclient,18,10,8,7,0,0,0,0,0,0,3
uk.co.bootroom.asgsolarsystem,9,4,5,0,0,0,0,0,0,0,4
uk.co.brennan.speaktob,9,3,6,0,0,0,0,0,0,0,3
uk.co.brightridge,70,1,69,0,0,0,0,0,0,0,1
uk.co.britishgas.mel.webview,67,5,62,3,0,0,0,0,0,0,2
uk.co.brytshortcredit.ionic,207,14,193,8,0,0,0,0,0,0,6
uk.co.cambridgeskylights,1911,50,1861,10,0,0,1,0,1,1,37
uk.co.carcareplan.smartrepair.clubsmartguard,9,6,3,3,0,0,0,0,0,0,3
uk.co.chaoscafe.cynomysapp,193,3,190,0,0,0,0,0,0,0,3
uk.co.chriswiggins.muteforsonos,6,3,3,0,0,0,0,0,0,0,3
uk.co.comsci.android.camcam,9,3,6,0,0,0,0,0,0,0,3
uk.co.connectdevices,180,3,177,0,0,0,0,0,0,0,3
uk.co.controlpoint.gaspressuretest,9,4,5,0,0,0,0,0,2,0,2
uk.co.controlpoint.smartpressure,12,3,9,0,0,0,0,0,0,0,3
uk.co.cupraofficial.evandme,31,4,27,0,0,0,0,0,0,0,4
uk.co.curaguard.curaguardmobile2,107,5,102,0,0,0,0,0,2,0,3
uk.co.cygnus7.guardsafe,113,7,106,2,0,0,0,0,0,0,5
uk.co.datel.gotcha,50,1,49,0,0,0,0,0,0,0,1
uk.co.datel.gotracker,110,15,95,11,0,0,0,0,0,0,4
uk.co.descaler,221,28,193,16,0,0,1,0,1,0,10
uk.co.dfxtech.ileaf2_utility,79,8,71,5,0,0,0,0,0,0,3
uk.co.disciplemedia.soilmax,345,13,332,3,0,0,0,0,0,0,10
uk.co.dolphinsolutions.sensorapp,5,2,3,0,0,0,0,0,0,0,2
uk.co.dvs.app,64,13,51,8,0,0,0,0,0,0,5
uk.co.eccel.bluetooth_c1_app,39,2,37,0,0,0,0,0,0,0,2
uk.co.ecocarsnorthampton.consumer.northampton.android,70,14,56,8,0,0,0,0,0,0,6
uk.co.elecro.poolsmart,47,3,44,0,0,0,0,0,0,0,3
uk.co.enitial.enicip,118,5,113,0,0,0,0,0,0,0,5
uk.co.etiltd.thermapenupdate,41,6,35,3,0,0,0,0,0,0,3
uk.co.evavenue.cp.app,261,12,249,4,0,0,0,0,0,0,8
uk.co.fidotech.fido,20,2,18,0,0,0,0,0,0,0,2
uk.co.findel.app,42,5,37,0,0,0,0,0,0,0,5
uk.co.fleetify.app,87,12,75,8,0,0,0,0,0,0,4
uk.co.fotomile.octopus,44,3,41,0,0,0,0,0,0,0,3
uk.co.fotomile.octopus.np,45,3,42,0,0,0,0,0,0,0,3
uk.co.fourteengreen.fordradiocodes,26,11,15,8,0,0,0,0,0,0,3
uk.co.gfloor.gfloor,14,2,12,0,0,0,0,0,0,0,2
uk.co.goptions.waterlock,80,11,69,6,0,0,0,0,0,0,5
uk.co.handlekingdom.accesshardware,161,13,148,4,0,0,0,0,0,0,9
uk.co.heatstore.android.app,286,7,279,0,0,0,0,0,3,0,4
uk.co.hildebrand.caring,110,15,95,8,0,0,0,0,0,0,7
uk.co.hildebrand.vtherme,42,3,39,0,0,0,0,0,0,0,3
uk.co.hsilighting.DaliPlus,46,2,44,0,0,0,0,0,0,0,2
uk.co.icectoc.d2d,152,21,131,8,0,0,0,0,0,0,13
uk.co.indigomountain.assetblox,650,3,647,0,0,0,0,0,0,0,3
uk.co.intelitrack.intelizz,36,6,30,1,0,0,0,0,0,0,5
uk.co.jellycatdigital.flameritelightstest,426,6,420,1,0,0,0,0,0,0,5
uk.co.jellycatdigital.smarttimer,130,5,125,0,0,0,0,0,0,0,5
uk.co.joblog.indipendant,48,11,37,8,0,0,0,0,0,0,3
uk.co.johnmelodyme.baofeng888,52,12,40,8,0,0,0,0,1,0,3
uk.co.keyneticsltd.sentrikeyaccess,23,11,12,7,0,0,0,0,0,0,4
uk.co.kiactiv.kiactiv_v2,12,3,9,0,0,0,0,0,0,0,3
uk.co.knarkz.universityofessexheating,15,2,13,0,0,0,0,0,0,0,2
uk.co.knarkz.universityofleedsheating,19,3,16,0,0,0,0,0,0,0,3
uk.co.knowles_online.raspberrysshlite,4,3,1,0,0,0,0,0,0,0,3
uk.co.lcstudios.mouseemulator,4,3,1,0,0,0,0,0,0,0,3
uk.co.lightfoot.fleet_tracking_app,54,3,51,0,0,0,0,0,0,0,3
uk.co.linn.kazoo,5,3,2,0,0,0,0,0,0,0,3
uk.co.linn.kazoo2,79,3,76,0,0,0,0,0,0,0,3
uk.co.lovehoney.desire,65,9,56,4,0,0,0,0,0,0,5
uk.co.m1c.mobileTEAMSSurvey,98,3,95,0,0,0,0,0,0,0,3
uk.co.matthewgroberts.freestylerdmxremoteaddressing,2,2,0,0,0,0,0,0,0,0,2
uk.co.matthewgroberts.fsFree,17,8,9,5,0,0,0,0,0,0,3
uk.co.maxview.maxviewconnect,20,7,13,3,0,0,0,0,0,0,4
uk.co.mediamogul.mmradio,85,21,64,15,0,0,0,0,1,0,5
uk.co.michaeljonathan.alert_marine_sky,261,44,217,21,0,0,0,0,1,0,22
uk.co.microclimate,131,8,123,4,0,0,0,0,0,0,4
uk.co.moonscooters,269,43,226,20,0,0,0,0,1,0,22
uk.co.mypos.monitor,10,3,7,0,0,0,0,0,0,0,3
uk.co.neos.android,293,18,275,14,0,0,0,0,0,0,4
uk.co.neos.retail.android,389,15,374,11,0,0,0,0,0,0,4
uk.co.netgem.origin,76,18,58,10,0,0,0,0,0,0,8
uk.co.newflow.p568,3,3,0,0,0,0,0,0,0,0,3
uk.co.nmd3.dxMobileWorker,34,1,33,0,0,0,0,0,0,0,1
uk.co.nodiz.nodizprodigitaldash,2,2,0,0,0,0,0,0,0,0,2
uk.co.onboard,78,14,64,7,0,0,0,0,0,0,7
uk.co.openmetrics.wifi.smart.meter,647,17,630,1,0,0,0,0,0,0,16
uk.co.openmetrics.wifimeter,4,2,2,0,0,0,0,0,0,0,2
uk.co.optisense.genieiii,34,6,28,3,0,0,0,0,0,0,3
uk.co.orangepower,36,8,28,4,0,0,0,0,0,0,4
uk.co.paxton.PaxtonConnectUser_Droid,2,2,0,0,0,0,0,0,0,0,2
uk.co.phoenixdigitalsolutions.phoenixUSERAPP,264,5,259,2,0,0,0,0,0,0,3
uk.co.powerchord.peexlive,28,3,25,0,0,0,0,0,0,0,3
uk.co.powershop.android.app,55,20,35,15,0,0,0,0,0,0,5
uk.co.racketware.squash,65,8,57,5,0,0,0,0,0,0,3
uk.co.robertjolly.racemarshallandroid,36,4,32,0,0,0,0,0,0,0,4
uk.co.safe19.somer,75,6,69,0,0,0,0,0,0,0,6
uk.co.sarstuff.appsar,277,46,231,21,0,0,0,0,1,0,24
uk.co.scottishpower.connect,114,13,101,8,0,0,0,0,0,0,5
uk.co.scstracking,52,5,47,2,0,0,0,0,0,0,3
uk.co.shipmate,61,8,53,3,0,0,0,0,0,0,5
uk.co.simplyhealth.headup,400,29,371,12,0,0,0,0,0,0,17
uk.co.siterwell.androidphone,54,7,47,5,0,0,0,0,0,0,2
uk.co.skillweb.sorbet,48,3,45,0,0,0,0,0,0,0,3
uk.co.smartdriverclub.insurance,57,15,42,8,3,0,0,0,0,0,4
uk.co.smartdriverclub.stoneacre,33,7,26,4,0,0,0,0,0,0,3
uk.co.smartdriverclub.viewpoint,27,6,21,4,0,0,0,0,0,0,2
uk.co.smarttile.axistile,5,3,2,0,0,0,0,0,0,0,3
uk.co.snowballconsultancy.drinkey,72,22,50,18,0,0,0,0,1,0,3
uk.co.softcode.hotPOS,35,6,29,2,0,0,0,0,0,0,4
uk.co.softlab25.posandrokds,55,10,45,5,0,0,0,0,0,0,5
uk.co.southwestheatingsolutions.heatapp,25,1,24,0,0,0,0,0,0,0,1
uk.co.spinlock.weigh.spinlockweigh,21,4,17,3,0,0,0,0,0,0,1
uk.co.sterlingsafety.taurussurvey,34,3,31,0,0,0,0,0,0,0,3
uk.co.superiortracking.app.android,71,8,63,5,0,0,0,0,0,0,3
uk.co.t_mac.dash.smart,101,1,100,0,0,0,0,0,0,0,1
uk.co.tandgapps.DTKDipslides,29,3,26,2,0,0,0,0,0,0,1
uk.co.tended.saluscompanion,46,10,36,7,0,0,0,0,0,0,3
uk.co.terrafix.terratrack,379,6,373,2,0,0,0,0,0,0,4
uk.co.tezk.lightwavecontroller,56,8,48,4,0,0,0,0,1,0,3
uk.co.thecodeclinic.fssihub,64,3,61,0,0,0,0,0,0,0,3
uk.co.tibbles.motor_flc,3,3,0,0,0,0,0,0,0,0,3
uk.co.timeetc.clientapp,281,1,280,0,0,0,0,0,0,0,1
uk.co.totalhome.control,886,10,876,0,0,0,0,0,0,0,10
uk.co.touchsoft.soundasleep,72,15,57,5,0,0,0,0,0,0,10
uk.co.touchsystems.claritypod,109,5,104,3,0,0,0,0,0,0,2
uk.co.trackitnow.era,63,13,50,8,0,0,0,0,1,0,4
uk.co.transense.itrackdiagnostics,6,3,3,0,0,0,0,0,0,0,3
uk.co.transense.itrackgauge,4,3,1,0,0,0,0,0,0,0,3
uk.co.travelai.carbondiem,470,21,449,8,0,0,0,0,0,0,13
uk.co.tspace.reviewer,11,2,9,0,0,0,0,0,0,0,2
uk.co.turtlefit,543,33,510,22,0,0,0,0,0,0,11
uk.co.unitedpalletnetwork.trunking,97,6,91,0,0,0,0,0,0,0,6
uk.co.valeport.vpConnectPWE,85,3,82,0,0,0,0,0,0,0,3
uk.co.vlowe.flexgetapp,153,6,147,0,0,0,0,0,0,0,6
uk.co.westernpower.wpdoutage,288,4,284,0,0,0,0,0,0,0,4
uk.co.zynchub.android2web,145,14,131,0,0,0,0,0,0,0,14
uk.complexus.lsp,3,2,1,0,0,0,0,0,0,0,2
uk.concept13.app,42,9,33,5,0,0,0,0,0,0,4
uk.csparker.heartratelogger,75,19,56,14,0,0,0,0,1,0,4
uk.decmetrics.wifimeter,32,2,30,0,0,0,0,0,0,0,2
uk.droidmechanix.altcam,38,5,33,2,0,0,0,0,0,0,3
uk.droidmechanix.snaphappy,5,4,1,0,0,0,0,0,0,0,4
uk.droidsoft.com.allplaystreamer,99,16,83,10,0,0,0,0,1,0,5
uk.echosoft.garage.opener,2,2,0,0,0,0,0,0,0,0,2
uk.grams.scales,9,2,7,0,0,0,0,0,0,0,2
uk.laplacestudios.fluffypaca,57,16,41,11,0,0,0,0,1,0,4
uk.org.hearnden.cast.castLocal.ptc,78,4,74,0,0,0,0,0,0,0,4
uk.org.hrp.towersuperbloom,180,11,169,8,0,0,0,0,0,0,3
uk.org.moneycarer.mobilexf,56,13,43,8,0,0,0,0,0,0,5
uk.org.rjh.biblogger,1,1,0,0,0,0,0,0,0,0,1
uk.org.spssecurity.sensors,4,2,2,0,0,0,0,0,0,0,2
uk.org.tango3.apps.defib_monitor,67,16,51,4,0,0,0,0,0,0,12
uk.prana.prana.online,16,1,15,0,0,0,0,0,0,0,1
uk.pulsevision.homecharger,49,11,38,7,0,0,0,0,0,0,4
uk.qdot.edidexplorer,45,4,41,1,0,0,0,0,0,0,3
uk.sobase.smc.mystrombutton,16,1,15,0,0,0,0,0,0,0,1
uk.spiralarm.spiralarm,11,2,9,0,0,0,0,0,0,0,2
uk.tvremotecontroller.all4tvremote,22,11,11,9,0,0,0,0,0,0,2
uk.ventilair.comair,36,3,33,1,0,0,0,0,0,0,2
uk.verscreative.smart5_a_day,86,12,74,8,0,0,0,0,0,0,4
uk.whistlebook.warbl,70,4,66,1,0,0,0,0,0,0,3
ulockme.pro.com,71,11,60,3,0,0,0,0,0,0,8
ultimateemfdetector.emfdetectormagneticfield.emfmeterfinder.emfmeter,61,14,47,10,0,0,0,0,1,0,3
ultra.volume.booster.soundbooster.musicbooster.louder,164,99,65,91,0,0,0,0,1,0,7
uma.customizevolumepanel.volumepanelads.volumepanel.volume,59,24,35,18,0,0,0,0,1,0,5
umich.cse.yctung.devapp,2,2,0,0,0,0,0,0,0,0,2
unbeatengroup.com_1636015405080,263,3,260,0,0,0,0,0,0,0,3
uncia.robotics.joystick,4,3,1,0,0,0,0,0,0,0,3
uni.SmartBBQ,67,3,64,0,0,0,0,0,0,0,3
uni.UNI00022EC,53,7,46,0,0,0,0,0,0,0,7
uni.UNI111CE60,85,12,73,3,0,0,0,0,0,2,7
uni.UNI1BD8F1E,46,5,41,0,0,0,0,0,0,0,5
uni.UNI1E100AE,41,5,36,0,0,0,0,0,0,0,5
uni.UNI1EDA64A,56,6,50,0,1,0,0,0,0,0,5
uni.UNI1FBCA23,30,5,25,0,0,0,0,0,0,0,5
uni.UNI2711801,49,5,44,0,0,0,0,0,0,0,5
uni.UNI2C2C5E0,29,5,24,0,0,0,0,0,0,0,5
uni.UNI39887FC,39,7,32,1,0,0,0,0,0,0,6
uni.UNI3C91BD5,70,11,59,3,0,0,0,0,0,2,6
uni.UNI560D3FC.exitflex,39,5,34,0,0,0,0,0,0,0,5
uni.UNI580D23F,77,9,68,1,1,0,0,0,0,0,7
uni.UNI5A4F067,53,11,42,4,0,0,0,0,0,0,7
uni.UNI5E756BE,43,5,38,0,0,0,0,0,0,0,5
uni.UNI661B906,41,5,36,0,0,0,0,0,0,0,5
uni.UNI68AF58D,50,7,43,0,0,0,0,0,0,2,5
uni.UNI6A12CDB,187,5,182,0,0,0,0,0,0,0,5
uni.UNI6AD4894,38,5,33,0,0,0,0,0,0,0,5
uni.UNI701058D,58,7,51,0,0,0,0,0,0,2,5
uni.UNI70C4FE4,43,5,38,0,0,0,0,0,0,0,5
uni.UNI7370A80,38,5,33,0,0,0,0,0,0,0,5
uni.UNI790BEE0,39,5,34,0,0,0,0,0,0,0,5
uni.UNI88AF614,57,6,51,0,0,0,0,0,0,0,6
uni.UNI8D711EB,5,3,2,0,0,0,0,0,0,0,3
uni.UNI8F1BBE2,51,5,46,0,0,0,0,0,0,0,5
uni.UNIA2D00B2,38,5,33,0,0,0,0,0,0,0,5
uni.UNIAB929A3,36,5,31,0,0,0,0,0,0,0,5
uni.UNICE50FEF,462,24,438,19,0,0,0,0,0,0,5
uni.UNID604730,88,16,72,10,0,0,0,0,1,0,5
uni.UNID89122A,44,7,37,2,0,0,0,0,0,0,5
uni.UNID948E2D,42,5,37,0,0,0,0,0,0,0,5
uni.UNIDC3141E,133,5,128,0,0,0,0,0,0,0,5
uni.UNIE0D99C4,566,25,541,18,1,0,0,0,0,0,6
uni.UNIE1013F3,182,22,160,15,0,0,0,0,1,0,6
uni.UNIE4DB226,232,6,226,0,0,0,0,0,0,0,6
uni.UNIEAAA13C,66,5,61,0,0,0,0,0,0,0,5
uni.UNIF56760B,34,5,29,0,0,0,0,0,0,0,5
uni.cloud.bms,41,5,36,0,0,0,0,0,0,0,5
uni.guangai,481,42,439,32,0,0,0,0,0,0,10
unimelb.steven2.fitnessapp,5,3,2,0,0,0,0,0,0,0,3
uniqeDev.uniqestar.apps.fileexplorer,228,33,195,14,0,0,0,0,1,0,18
united.statesearthquake,231,130,101,113,0,0,0,0,1,0,16
unitrackgps.alliance_track,52,4,48,0,0,0,0,0,0,0,4
unitrackgps.cis_track,31,4,27,0,0,0,0,0,0,0,4
unitrackgps.hiras_tracker,52,4,48,0,0,0,0,0,0,0,4
unitrackgps.road_link_security.debug,19,3,16,0,0,0,0,0,0,0,3
universa.remote.controll.forall.tv.setupbox.dvd.fan.ac.camera.projector,53,18,35,14,0,0,0,0,1,0,3
universal.remote.camera.control.forall.tv.ac.setupbox.dvd.projector,81,21,60,15,0,0,0,0,1,0,5
universal.remote.control.forall.ac.tv.dvdplayer.settopbox,83,19,64,13,0,0,0,0,1,0,5
universal.remote.control.forall.dvd.camera.projector.tv.ac.setupbox,666,21,645,15,0,0,1,0,1,0,4
universal.remote.control.forall.dvd.settopbox.tv.ac.dvdplayerremote,56,18,38,14,0,0,0,0,1,0,3
universal.remote.control.forall.tv.bplremote,46,5,41,0,0,0,0,0,0,0,5
universal.remote.control.forall.tv.intextvremote,46,5,41,0,0,0,0,0,0,0,5
universal.remote.control.forall.tv.lgtvremote,46,5,41,0,0,0,0,0,0,0,5
universal.remote.control.forall.tv.lloydtvremotecontrol,45,5,40,0,0,0,0,0,0,0,5
universal.remote.control.forall.tv.micromaxtv,46,5,41,0,0,0,0,0,0,0,5
universal.remote.control.tv.television,77,17,60,13,0,0,0,0,1,0,3
universal.remote.control.tvcast,1174,63,1111,21,0,0,1,0,33,0,8
universal.remote.dvd.control.forall.tv.ac.setupbox.camera.projector,664,20,644,15,0,0,1,0,1,0,3
universal.remote.remotecontrol,386,45,341,27,0,0,0,0,1,0,17
universal.remote.tv.control.forall.ac.setupbox.dvd.camera.projector,670,21,649,15,0,0,1,0,1,0,4
universal.remote.tv.mando.universal.control.voz.voice,74,22,52,17,0,0,0,0,1,0,4
universal.remotecontrol.foralltv,74,35,39,23,0,0,0,0,1,0,11
universal.rokutv.smart.remote.control,57,21,36,17,0,0,0,0,1,0,3
universal.smarttvremote.remotecontrol,367,33,334,16,0,0,0,0,1,0,16
universal.tv.remote.control.cast.media.to.tv,98,26,72,21,0,0,0,0,2,0,3
universal.tvremote.control,1210,60,1150,18,0,0,1,0,33,0,8
universal.tvremoteapp.universalremote,84,26,58,21,0,0,0,0,1,0,4
universalacremotecontrol.acremotecontrol.acremote.remoteac.air.conditioner.remote.control.ac,119,58,61,53,0,0,0,0,1,0,4
universalandroidtvremotecontrol.allsmarttvremote.casttotv.remotecontroler,690,4,686,0,0,0,1,0,0,0,3
universityofsurrey.aircraftradmonitorv1_2,587,5,582,1,0,0,1,0,0,0,3
unlock_any_device.password.apps.mobile_guide,37,5,32,1,0,0,0,0,0,0,4
unlock_any_device.password.q_apps_r.mobile_guide,92,14,78,10,0,0,0,0,1,0,3
uno.app,155,32,123,18,0,0,0,0,0,0,14
uno.yit.tcs,38,3,35,0,0,0,0,0,0,0,3
up.hibodevlop.control.volumebooster,80,14,66,10,0,0,0,0,1,0,3
upAlta.smarttorchforandroid2019,59,13,46,8,0,0,0,0,1,0,4
updater.pilotaware,51,1,50,0,0,0,0,0,0,0,1
upm.lst.activeoutdoormonitor,256,4,252,1,0,0,0,0,0,0,3
upshot.bluetoothscanner.bluetoothfinder,38,16,22,11,0,0,0,0,1,0,4
url.to.cast,65,15,50,11,0,0,0,0,1,0,3
us.AdultsEntertainment.Thermometer,82,25,57,22,0,0,0,0,1,0,2
us.All4You.TVRemote,83,25,58,22,0,0,0,0,1,0,2
us.AppSter.MetalDetector,31,14,17,12,0,0,0,0,0,0,2
us.B3S.GhostScanner,66,20,46,16,0,0,0,0,1,0,3
us.B3S.Thermometer,86,26,60,23,0,0,0,0,1,0,2
us.B3STools.Thermometer,29,13,16,11,0,0,0,0,0,0,2
us.BADZ.ACRemote,34,14,20,12,0,0,0,0,0,0,2
us.Blanti.CarRemote,31,15,16,13,0,0,0,0,0,0,2
us.BoxWithTools.Thermometer,82,25,57,22,0,0,0,0,1,0,2
us.BrilliantIdeas.ACRemote,84,25,59,22,0,0,0,0,1,0,2
us.BrilliantIdeas.Thermometer,82,25,57,22,0,0,0,0,1,0,2
us.CallingPranks.ACRemote,84,25,59,22,0,0,0,0,1,0,2
us.Candii.ScreenMirroring,123,53,70,50,0,0,0,0,1,0,2
us.CasualMix.Thermo,62,14,48,12,0,0,0,0,0,0,2
us.ColStudio.HandScanner,31,14,17,12,0,0,0,0,0,0,2
us.CurnApps.TVRemote,64,19,45,16,0,0,0,0,1,0,2
us.DePiut.AirConditionerRemote,84,25,59,22,0,0,0,0,1,0,2
us.DePiut.FootprintScanner,86,26,60,22,0,0,0,0,1,0,3
us.DePiut.Thermometer,82,25,57,22,0,0,0,0,1,0,2
us.DixI.Thermometer,64,20,44,16,0,0,0,0,1,0,3
us.DoWy2.Thermometer,65,20,45,16,0,0,0,0,1,0,3
us.Download2Phone.Thermometer,86,25,61,22,0,0,0,0,1,0,2
us.DziExe.Thermometer,64,20,44,16,0,0,0,0,1,0,3
us.EnjoySmart.MetalDetector,33,14,19,12,0,0,0,0,0,0,2
us.EnjoySmart.Thermometer,61,14,47,12,0,0,0,0,0,0,2
us.EveryoneKnowsMe.Thermo,83,26,57,22,0,0,0,0,1,0,3
us.Extr4Free.Thermometer,65,20,45,16,0,0,0,0,1,0,3
us.FakeCallin.ACRemote,84,25,59,22,0,0,0,0,1,0,2
us.Fixit.Thermometer,74,32,42,27,0,0,0,0,1,0,4
us.Freesz.Thermo,82,25,57,22,0,0,0,0,1,0,2
us.FridayEntertainment.HairShaver,33,15,18,12,0,0,0,0,0,0,3
us.Friszzz.Thermo,82,25,57,22,0,0,0,0,1,0,2
us.FromSanta.ACRemote,88,25,63,22,0,0,0,0,1,0,2
us.FromSanta.Thermo,82,25,57,22,0,0,0,0,1,0,2
us.Fun13Apps.ClassicThermometer,65,20,45,16,0,0,0,0,1,0,3
us.GirlsLocating.Thermometer,81,25,56,22,0,0,0,0,1,0,2
us.God4You2.Thermometer,87,25,62,22,0,0,0,0,1,0,2
us.GoodTimes.ACRemote,85,25,60,22,0,0,0,0,1,0,2
us.Goodies4Free.FootPrint,86,26,60,22,0,0,0,0,1,0,3
us.HDMI_Phone.andreoidtv.cable.usbotg,32,8,24,4,0,0,0,0,1,0,3
us.HauntApp.Thermometer,67,20,47,16,0,0,0,0,1,0,3
us.HideApps.Thermometer,83,25,58,22,0,0,0,0,1,0,2
us.HighDancing.Thermometer,64,19,45,16,0,0,0,0,1,0,2
us.HighDancing.tvremote2,124,53,71,49,0,0,0,0,1,0,3
us.Hottest.NeonThermometer,61,19,42,16,0,0,0,0,1,0,2
us.Hottest.VirtualFan,62,20,42,16,0,0,0,0,1,0,3
us.HouseTools.ACRemote,85,25,60,22,0,0,0,0,1,0,2
us.HouseTools.VRVideos,86,26,60,23,0,0,0,0,1,0,2
us.ITeams.VirtualShaver,36,17,19,13,0,0,0,0,0,0,4
